SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.305222241,34,0,0.257254806,8166.0,10,0,2,0,0.0
0,0.093321193,53,0,0.286871313,10000.0,13,0,2,0,2.0
0,0.036107639,42,0,0.079873569,11705.0,12,0,1,0,4.0
0,0.032133522,54,0,0.104458299,8500.0,6,0,1,0,2.0
0,0.003999529,77,0,0.249406176,7577.0,9,0,1,0,0.0
0,0.553630913,22,0,0.025806452,929.0,2,0,0,0,0.0
0,0.063354996,52,0,0.162602877,13000.0,14,0,1,0,3.0
0,0.0,42,0,0.247298055,12490.0,11,0,3,0,4.0
0,0.0,25,0,0.0,0.0,1,0,0,0,0.0
0,0.044422601,58,0,0.054553358,4600.0,5,0,0,0,0.0
0,0.423992,42,0,1657.0,0.0,6,0,0,0,0.0
0,0.073123172,33,0,0.216405216,5290.0,9,0,0,0,0.0
0,0.000416658,53,0,0.16111984,7000.0,15,0,1,0,1.0
0,0.029070503,28,0,0.183405462,6700.0,8,0,0,0,1.0
0,0.580667906,33,0,0.125374925,5000.0,4,0,0,0,0.0
0,0.086488968,33,0,0.072150892,8800.0,8,0,0,0,0.0
0,0.012893954,58,0,0.138893055,13333.0,9,0,1,0,0.0
0,0.217260913,66,0,0.622216534,3906.0,7,0,2,0,0.0
0,0.173784093,55,0,0.196142489,15916.0,14,0,3,0,0.0
0,0.049119555,33,0,0.102355072,5519.0,3,0,0,0,0.0
1,0.35440308,53,1,0.545619816,8800.0,31,0,3,1,3.0
1,0.660226516,35,1,0.237254249,3000.0,3,0,0,1,5.0
0,0.187320845,35,0,0.670316591,4200.0,5,0,1,0,0.0
0,0.380892728,43,0,0.86,4899.0,7,0,2,0,2.0
0,1.101544273,48,1,0.184891486,9583.0,8,0,0,1,4.0
0,0.511468187,65,0,0.404897135,7922.0,6,0,2,0,0.0
0,0.163675596,59,1,0.675572519,1833.0,8,0,1,0,0.0
0,0.9999999,47,0,0.346636674,13780.0,5,0,3,0,3.0
0,0.060141028,69,0,0.017633574,5670.0,8,0,0,0,0.0
0,0.144173824,61,0,0.347386172,11266.0,17,0,2,0,3.0
0,0.177444454,56,0,0.076274818,7000.0,10,0,0,0,1.0
0,0.216247249,48,0,0.303354747,1400.0,7,0,1,0,0.0
0,0.129431508,37,0,0.45786918,3500.0,10,0,2,0,0.0
0,0.0,25,0,0.0,5000.0,1,0,0,0,0.0
1,0.9999999,31,1,0.643921192,2080.0,2,4,1,1,2.0
0,0.9999999,39,3,0.112225335,6780.0,5,0,0,0,0.0
0,0.411524651,55,1,0.443592677,8739.0,7,0,2,0,0.0
0,0.119725753,30,0,0.326168458,4000.0,8,0,1,0,0.0
1,0.302100888,46,0,0.042679633,1850.0,6,0,0,0,0.0
0,0.868867913,51,0,0.156342183,20000.0,16,0,1,0,0.0
0,0.018289352,71,0,0.103251318,4551.0,5,0,0,0,0.0
1,0.75128109,38,3,0.701099633,3000.0,7,1,1,1,2.0
0,0.511124553,51,0,0.511496656,4783.0,10,0,2,0,2.0
1,0.684520563,47,1,0.418051576,13959.0,6,1,2,0,2.0
0,0.010181561,74,0,0.006856163,7000.0,13,0,0,0,0.0
0,0.002336405,72,0,0.21563786,4859.0,11,0,0,0,0.0
1,0.840902599,34,0,0.193944587,3500.0,5,0,0,0,0.0
0,0.946978196,34,0,0.335438375,9500.0,12,0,2,0,2.0
0,0.0,61,0,0.146097655,2600.0,3,0,0,0,0.0
0,0.001103273,42,0,0.00019996,5000.0,4,0,0,0,0.0
0,0.045706338,35,0,0.283920989,5416.0,10,0,2,0,0.0
0,0.837628593,26,0,0.68591737,2250.0,5,0,0,0,0.0
0,0.035793483,68,0,0.270745851,5000.0,7,0,2,0,0.0
0,0.778454047,66,0,0.554910243,1893.0,10,0,1,0,1.0
0,0.471444302,48,0,0.056433409,8416.0,2,0,0,0,0.0
0,0.044865919,63,0,0.11966871,15333.0,4,0,1,0,0.0
0,1.141430948,44,0,0.008283348,3500.0,2,4,0,0,3.0
0,0.388370424,62,2,0.361531039,3108.0,7,0,1,1,0.0
0,0.000296274,30,1,0.0,3405.0,1,0,0,0,0.0
0,0.052588964,80,0,0.010026385,3789.0,8,0,0,0,0.0
0,0.391172631,42,0,0.508839293,12500.0,10,0,2,0,2.0
0,0.114691625,60,0,0.790067179,4167.0,14,0,2,0,1.0
0,0.448423953,33,0,0.717329813,5302.0,20,0,1,0,3.0
0,0.9999999,22,0,0.991452991,350.0,1,0,0,0,0.0
0,0.21652255,46,0,0.352689094,9333.0,9,0,2,0,1.0
0,0.183821859,30,0,0.176637701,5983.0,5,0,2,0,1.0
1,0.9999999,43,0,0.098250336,5200.0,2,0,0,1,1.0
0,0.006214064,46,0,0.214078592,10000.0,9,0,2,0,2.0
0,0.83904653,37,1,0.505014039,4985.0,7,1,1,0,0.0
0,0.028368392,46,0,0.014746313,4000.0,5,0,0,0,0.0
0,0.03265084,57,0,0.754591637,5117.0,8,0,4,0,0.0
0,0.520022856,49,0,0.770046929,4900.0,10,0,1,0,2.0
0,0.308138372,31,0,0.058775676,4916.0,3,0,0,0,0.0
1,0.937856455,52,2,0.709525132,3600.0,10,0,2,2,0.0
0,0.263898888,57,0,0.216472073,6337.0,4,0,2,0,0.0
0,0.155174502,75,0,0.765661253,1292.0,10,0,1,0,0.0
0,0.060171297,78,0,0.011425307,3500.0,4,0,0,0,1.0
0,0.047265613,38,0,2.095808383,500.0,7,0,1,0,0.0
0,0.016344221,41,0,0.006493506,2771.0,5,0,0,0,4.0
0,0.008614722,57,0,0.111098767,9000.0,3,0,1,0,0.0
0,0.042456694,62,0,0.050863724,2083.0,14,0,0,0,0.0
0,0.879725588,47,1,0.076389815,7500.0,19,0,0,1,2.0
0,0.00179982,63,0,0.077929716,6800.0,3,0,1,0,0.0
0,0.120023783,46,0,0.573004654,5800.0,8,0,2,0,0.0
0,0.558127477,53,0,0.438880349,12360.0,10,0,3,0,2.0
0,0.186559958,58,0,0.310093652,5765.0,7,0,2,0,0.0
0,0.137876387,61,0,0.243689078,4000.0,6,0,0,0,0.0
0,0.397859424,56,0,0.591640836,10000.0,18,0,2,0,0.0
0,0.986602679,27,0,0.106865141,4500.0,4,0,0,0,0.0
0,0.167740502,39,0,0.364211929,3000.0,3,0,1,0,1.0
0,0.167067451,49,0,1936.0,0.0,4,0,1,0,0.0
1,0.103290843,53,1,0.101199874,6333.0,10,0,1,0,0.0
0,0.061785038,58,1,0.408474173,4200.0,27,0,1,0,2.0
0,0.060630798,54,0,0.611064387,10700.0,10,0,4,0,1.0
0,0.0,73,0,0.06784745,7000.0,6,0,1,0,1.0
0,0.166822531,71,0,1.056028369,1409.0,15,0,0,0,0.0
1,0.99440112,64,2,0.546542235,4178.0,4,1,0,1,3.0
0,0.036053553,51,0,0.14519274,6666.0,4,0,2,0,0.0
0,0.073679943,49,0,0.335686053,10625.0,12,0,1,0,2.0
0,0.9999999,35,0,0.254950971,5200.0,2,0,1,0,2.0
0,0.230043553,72,0,0.811729548,2676.0,12,0,1,0,0.0
0,0.0,27,1,0.248500428,3500.0,3,2,0,1,0.0
0,0.159675807,39,0,0.416511927,7000.0,11,0,2,0,0.0
0,0.828320607,90,1,0.470447284,2503.0,7,0,0,0,0.0
0,0.401704653,52,0,0.892573901,4160.0,9,0,2,0,0.0
0,0.834604304,32,1,0.205529473,1916.0,5,0,0,0,0.0
0,0.179662206,69,0,0.137880313,12916.0,9,0,0,0,0.0
0,0.314478454,53,0,0.387861214,10000.0,17,0,3,0,1.0
0,0.003774072,48,0,0.448367443,6400.0,8,0,1,0,1.0
0,0.105657887,50,0,0.293395022,6267.0,4,0,2,0,0.0
0,0.012472896,48,0,0.262912363,3000.0,5,0,0,0,0.0
0,0.045133102,45,0,0.039594241,3055.0,3,0,0,0,0.0
0,0.043216452,57,0,0.465586192,4750.0,9,0,1,0,2.0
0,0.404013244,49,0,0.731653669,5000.0,5,0,1,0,2.0
0,0.427091044,26,0,0.191813422,2100.0,5,0,0,0,1.0
0,0.054484158,53,0,0.008779631,6833.0,4,0,0,0,0.0
0,0.316215227,48,0,0.230221994,11666.0,5,0,2,0,0.0
0,0.210820896,57,0,0.525115207,4339.0,3,0,1,0,0.0
0,0.002122881,61,0,0.378457447,7519.0,19,0,2,0,0.0
0,1.009230396,41,1,0.312882047,4416.0,10,0,0,0,0.0
0,0.014796866,56,0,0.25956087,9700.0,8,0,1,0,1.0
0,1.189009159,36,0,0.035491127,8001.0,2,0,0,1,5.0
0,0.146119239,50,0,0.238359762,9900.0,12,0,2,0,0.0
0,0.307878752,77,0,0.50539928,7500.0,20,0,3,0,1.0
0,0.301521842,60,0,0.241298397,12784.0,16,0,1,0,1.0
0,1.472351765,36,0,0.187415557,5180.0,4,2,0,0,3.0
0,0.9999999,59,0,0.0,1109.0,1,0,0,0,0.0
0,0.9999999,26,0,0.020989505,2000.0,0,1,0,0,0.0
0,0.193951543,62,0,0.27908039,6567.0,9,0,2,0,0.0
0,0.9999999,64,0,2.574561404,911.0,4,0,1,0,0.0
0,0.0,64,0,0.105089711,5461.0,9,0,1,0,0.0
0,0.370015909,50,0,0.170471588,6000.0,6,0,0,0,4.0
0,0.359988158,39,1,0.910294746,2340.0,8,0,1,0,0.0
0,0.081444165,38,0,0.178266178,13103.0,10,0,1,0,2.0
0,0.195832738,49,0,0.239621866,7298.0,13,0,2,0,0.0
0,0.038232835,36,0,0.402393266,9860.0,12,0,1,0,3.0
0,0.052350095,63,0,0.022036609,5626.0,6,0,0,0,1.0
1,0.066796498,77,0,0.348330334,5000.0,12,0,1,0,0.0
0,0.0,51,0,0.384953322,3641.0,11,0,1,0,2.0
0,0.061797528,65,0,0.503498834,3000.0,4,0,2,0,0.0
0,0.437416798,49,0,0.071374679,6626.0,6,0,0,0,1.0
0,0.105894106,23,0,0.00206754,1450.0,1,0,0,0,0.0
0,0.9999999,42,0,0.065733567,4000.0,1,0,0,0,1.0
0,0.050699962,41,0,0.484628843,4000.0,7,0,2,0,0.0
0,0.143053533,50,1,1.055788455,3100.0,27,0,3,0,2.0
0,0.291563338,59,0,0.584707646,2000.0,13,0,0,0,0.0
0,0.113094422,56,0,0.377623054,10340.0,14,0,2,0,1.0
1,0.574322369,32,0,0.460269865,2000.0,8,0,0,0,1.0
0,0.869420386,27,0,0.01875,2079.0,1,0,0,0,0.0
0,0.890293426,54,2,0.170342124,37500.0,8,0,2,0,3.0
0,0.008827464,53,0,0.101283572,9270.0,12,0,1,0,2.0
0,0.03552937,25,0,0.0009998,5000.0,2,0,0,0,0.0
0,0.670289226,50,0,1.520386717,2378.0,7,0,2,0,2.0
0,0.760345836,55,1,0.149838122,9883.0,9,0,0,0,0.0
0,0.376703497,72,0,0.397447183,4543.0,10,0,3,0,0.0
0,0.876207039,46,2,0.45320347,6570.0,9,0,1,0,2.0
0,0.483047197,40,0,0.389624426,3700.0,11,0,0,0,2.0
0,0.281735363,32,0,0.100185529,4850.0,7,0,0,0,2.0
0,0.162245944,42,0,0.198641577,8980.0,8,0,1,0,3.0
0,0.038539774,29,0,0.026347791,4933.0,7,0,0,0,0.0
0,0.32593701,35,0,0.289283253,5803.0,10,0,0,0,0.0
0,0.9999999,48,0,0.367262285,3133.0,4,1,0,0,3.0
0,0.169546531,37,0,0.088582284,5000.0,3,0,0,0,0.0
0,0.237110923,61,0,0.119703776,8236.0,15,0,0,0,1.0
0,0.504161642,52,1,0.741303479,2500.0,8,0,0,0,5.0
0,0.039651071,64,0,0.121457748,15667.0,6,0,1,0,0.0
0,0.021543496,95,0,0.000999857,7000.0,7,0,0,0,0.0
0,0.018219496,34,0,0.786038902,5500.0,14,0,1,0,2.0
0,0.060228512,47,0,0.372934497,11800.0,10,0,3,0,3.0
0,0.009714087,40,0,0.45272803,2400.0,13,0,1,0,1.0
0,0.833025036,74,0,0.574450085,4727.0,8,0,2,0,0.0
0,0.144400464,54,0,0.496739333,5366.0,10,0,2,0,0.0
0,0.017107747,48,0,0.355212355,6215.0,6,0,1,0,3.0
0,0.054071979,57,0,0.022743947,6814.0,8,0,0,0,0.0
0,0.000670816,92,0,0.000384468,2600.0,4,0,0,0,0.0
0,0.398035423,55,0,0.421275009,8046.0,9,0,2,0,3.0
0,0.311539364,60,0,0.352778291,10833.0,18,0,1,0,2.0
0,0.568245125,53,1,0.271842034,3696.0,12,0,1,0,0.0
0,0.140305542,50,0,0.368545294,10166.0,16,0,1,0,2.0
0,0.30738523,27,0,0.002405774,3740.0,2,0,0,0,0.0
0,0.0,40,0,3205.5,1.0,5,0,2,0,0.0
0,1.015058427,59,0,0.083972009,3000.0,1,0,0,0,1.0
0,0.011408047,66,0,0.002285497,10500.0,13,0,0,0,0.0
0,0.225214856,81,0,0.148388129,12500.0,15,0,1,0,0.0
0,0.080381602,30,2,0.40539865,4000.0,15,0,1,0,0.0
0,0.934095902,50,0,0.253679654,6929.0,7,0,0,0,2.0
0,0.185743504,60,0,0.468600394,3550.0,11,0,1,0,0.0
0,0.886535552,36,0,0.008602891,2905.0,2,0,0,0,2.0
0,0.715308227,49,0,0.705622646,7700.0,7,0,2,0,0.0
0,0.046772308,41,0,0.531617096,4000.0,7,0,2,0,2.0
0,0.470618791,61,1,0.377498572,1750.0,8,0,0,0,0.0
0,0.016672274,38,0,0.478914558,5453.0,4,0,1,0,1.0
0,0.945005499,58,0,0.595653913,7500.0,11,0,2,0,1.0
0,0.0,31,0,0.204950816,9250.0,12,0,2,0,0.0
0,0.139595347,48,0,0.016664445,7500.0,2,0,0,0,0.0
0,0.754400286,34,0,0.311614372,7903.0,13,0,1,0,1.0
0,0.02639868,56,0,1.050985433,2333.0,14,0,1,0,2.0
1,0.071934033,63,0,0.459479777,6650.0,20,0,1,0,1.0
0,0.598267821,40,0,0.064497385,3441.0,6,0,0,0,0.0
0,0.053067136,39,1,0.795585839,6750.0,7,0,2,0,2.0
1,0.145784132,60,3,0.225803839,12346.0,12,0,2,0,1.0
0,0.008000901,41,0,1.490339773,1500.0,38,0,1,0,0.0
0,0.101953214,48,0,0.664159223,6380.0,13,0,4,0,0.0
0,0.694893812,63,0,0.252911422,8500.0,11,0,1,0,0.0
0,0.9999999,63,0,0.0,4251.0,2,0,0,0,1.0
0,0.095422341,34,0,0.45410628,6416.0,8,0,2,0,3.0
0,0.948803393,25,0,0.21530554,1750.0,10,0,0,0,0.0
0,0.546307319,46,1,0.473582547,8800.0,5,0,1,0,1.0
0,0.828085957,50,3,0.038971638,4900.0,7,0,0,3,0.0
0,0.255906296,46,0,0.917950854,2400.0,13,0,2,0,1.0
0,0.003866409,71,0,1.0,0.0,3,0,0,0,0.0
0,0.001582631,97,0,0.001998668,1500.0,15,0,0,1,0.0
0,0.902301488,78,0,1.346049046,1100.0,13,0,0,0,0.0
0,0.016136431,78,0,0.085991401,10000.0,20,0,0,0,1.0
0,0.84229022,54,0,0.756276383,4500.0,5,0,1,0,0.0
0,0.891452875,30,0,0.419616077,3333.0,8,0,0,0,0.0
0,0.047724174,66,0,0.75812094,2000.0,11,0,1,0,1.0
0,0.242587871,58,0,0.959053103,3125.0,7,0,3,0,0.0
0,0.829268293,28,0,0.186750428,1750.0,3,0,0,0,0.0
0,0.246438926,36,0,0.441376027,8400.0,12,0,4,0,2.0
0,0.959505062,35,0,0.362751633,7500.0,6,0,1,0,2.0
0,0.987872177,64,0,0.280057595,12500.0,8,0,0,0,2.0
0,0.031414049,74,0,0.001979129,5557.0,6,0,0,0,0.0
0,0.009219972,71,0,0.002502085,4795.0,3,0,0,0,0.0
0,0.0279725,67,1,0.246207833,8833.0,13,0,1,0,0.0
0,0.317233689,50,1,0.55134347,4800.0,11,0,1,0,1.0
1,0.930125868,37,3,0.599075297,9083.0,12,0,2,0,2.0
0,0.999917403,39,0,1.300131637,2278.0,6,0,1,0,3.0
0,0.973947767,31,0,0.548359052,4600.0,11,0,2,0,2.0
0,0.007560853,69,0,0.199568168,3241.0,9,0,1,0,0.0
0,0.395596,63,0,0.542012338,4700.0,16,0,2,0,1.0
0,0.110720172,54,0,0.134628117,4530.0,7,0,0,0,0.0
0,0.035670256,62,0,0.427674963,9401.0,9,0,4,0,0.0
0,0.9999999,29,0,0.120722799,2600.0,1,1,0,0,0.0
0,0.425285803,60,0,0.260734287,11248.0,8,0,2,0,0.0
0,0.154077273,55,0,0.313159101,2180.0,6,0,2,0,1.0
0,0.040844519,52,0,0.361311323,4300.0,10,0,1,0,0.0
0,0.282649067,47,1,0.109920334,10543.0,11,0,0,0,2.0
0,0.490258427,49,0,0.403839904,40000.0,24,0,6,0,4.0
0,0.346365363,32,0,0.447090541,4450.0,6,0,2,0,1.0
0,0.286738053,29,0,1.173547401,2615.0,4,0,1,0,0.0
0,0.261978058,58,0,0.145967258,35000.0,11,0,2,0,2.0
0,0.001518949,49,0,0.269297737,6891.0,5,0,1,0,1.0
0,0.127892239,65,0,0.965847564,2400.0,11,0,2,0,0.0
0,0.01030976,32,0,0.34487683,2800.0,11,0,1,0,0.0
0,0.400630101,69,0,0.350963628,6900.0,12,0,1,0,0.0
1,0.9999999,24,1,0.148243359,3500.0,2,1,0,0,0.0
0,0.745823566,53,0,0.649481865,3859.0,9,0,3,0,0.0
0,0.120528305,43,0,0.3547527,7500.0,9,0,2,0,1.0
0,0.024341354,66,0,0.381280936,6666.0,12,0,2,0,0.0
0,0.88401808,60,0,0.633985515,9250.0,11,0,1,0,0.0
0,0.9500998,29,0,0.220311875,2500.0,5,0,0,0,0.0
0,0.16479176,57,0,0.016208394,6909.0,2,0,0,0,0.0
0,0.053589282,42,1,0.205948513,4000.0,6,0,2,0,1.0
0,0.0,46,0,0.0,4100.0,6,0,0,0,1.0
0,0.627086244,44,0,0.753723111,3625.0,8,0,2,0,3.0
0,0.051973701,53,0,75.0,0.0,7,0,0,0,2.0
0,0.276597264,39,0,0.347141087,5648.0,7,0,1,0,2.0
0,0.148765416,28,0,0.162152897,2916.0,9,0,0,0,0.0
0,0.303422692,47,0,0.492972232,5833.0,26,0,1,0,0.0
0,0.023602693,61,0,0.071246438,6666.0,8,0,1,0,0.0
0,0.0,66,1,0.443941504,2871.0,11,0,1,0,0.0
0,0.517587207,70,0,0.157127893,10500.0,11,0,0,0,1.0
0,0.16386523,74,0,0.380764026,9606.0,10,0,2,0,0.0
0,0.047257302,57,0,0.253921738,5800.0,8,0,2,0,0.0
0,0.369666342,48,0,0.197353245,16472.0,10,0,1,0,2.0
0,0.000240732,51,0,0.33798694,8881.0,14,0,2,0,0.0
0,0.688830943,56,2,0.866957105,2983.0,4,0,1,0,0.0
0,0.675324675,28,1,0.107040092,5212.0,3,0,0,0,3.0
0,0.24207429,62,0,0.187903618,14400.0,10,0,3,1,2.0
0,0.822431464,28,0,0.243804956,1250.0,4,0,0,0,0.0
0,0.11617265,64,0,0.075934301,4200.0,5,0,0,0,1.0
0,0.58126298,51,1,0.326366079,6697.0,7,0,1,0,1.0
0,0.031697891,59,0,0.005581297,9495.0,9,0,0,0,0.0
0,0.086490724,86,0,0.037951438,4900.0,10,0,0,0,1.0
0,0.060899693,70,0,0.023068051,4334.0,5,0,0,0,0.0
0,0.0,80,0,0.0,3875.0,2,0,0,0,0.0
0,0.558882321,49,0,0.487111699,9077.0,18,0,1,0,3.0
0,0.060656276,53,0,0.404519096,5000.0,10,0,3,0,3.0
0,0.025207449,55,0,0.228270187,11665.0,13,0,2,0,0.0
0,0.00109081,37,0,0.165398275,7883.0,11,0,2,0,0.0
0,0.0,36,0,2.035688794,1400.0,4,0,1,0,0.0
0,0.163037489,81,0,0.086482558,2751.0,7,0,0,0,1.0
0,0.0,53,1,0.277144064,7100.0,8,0,2,0,0.0
0,0.003423011,34,0,0.079365079,5480.0,5,0,0,0,0.0
0,0.073238535,59,0,0.232980549,13983.0,10,0,1,0,1.0
0,0.467272451,38,0,0.564731734,5460.0,9,0,2,0,2.0
1,0.999946817,41,3,0.504279658,12500.0,6,3,1,1,0.0
0,0.684430512,34,0,0.143841912,2175.0,4,4,0,0,3.0
0,0.023869193,45,1,0.19010055,18000.0,16,0,1,0,2.0
0,0.0,45,0,0.735816454,10416.0,11,0,4,0,1.0
0,0.937306269,47,0,0.229874191,13750.0,4,0,3,0,2.0
0,0.085418117,69,0,0.169429098,3800.0,6,0,1,0,1.0
0,0.5694119,42,0,0.420688933,9550.0,17,0,3,0,1.0
0,0.588238457,40,1,0.472623393,6300.0,9,1,2,0,5.0
0,0.027276015,78,0,0.001349966,40000.0,6,0,0,0,0.0
0,0.038576181,67,0,0.014044275,4200.0,3,0,0,0,0.0
0,0.231914631,34,0,0.254478793,12000.0,6,0,2,0,2.0
0,0.025115695,66,0,0.256467207,7653.0,5,0,2,0,3.0
0,0.775293873,65,0,0.597106223,8500.0,10,0,2,0,2.0
0,0.924849621,39,0,0.415500538,1857.0,5,0,0,0,1.0
0,0.501441092,31,0,0.131147541,2500.0,4,0,0,0,0.0
0,0.168290202,63,0,0.129833474,7085.0,7,0,1,0,1.0
0,0.015157818,67,0,0.003221864,9000.0,6,0,0,0,1.0
0,0.241061902,32,0,0.171637249,4928.0,5,0,0,0,2.0
0,0.747101941,49,0,0.310512367,13583.0,10,0,2,0,3.0
0,0.0,65,1,0.28884652,4195.0,18,0,1,0,0.0
0,0.155877819,59,1,0.430525227,8700.0,7,0,2,0,0.0
0,0.059235911,29,0,0.344609232,6000.0,8,0,1,0,0.0
0,0.9999999,43,0,0.191003213,2800.0,3,0,0,0,2.0
0,1.000135117,58,0,0.287234043,1409.0,8,0,0,0,2.0
1,0.011402842,41,1,0.450093205,5900.0,7,0,2,0,2.0
0,0.324655331,56,0,0.340049342,7295.0,11,0,2,0,0.0
0,0.103458673,64,0,0.671744823,4200.0,13,0,1,0,1.0
0,0.580443611,28,0,0.242774566,1210.0,2,0,0,0,0.0
0,0.085057184,40,0,0.432565395,8333.0,9,0,2,0,0.0
0,0.210737923,51,0,0.094823416,6200.0,5,0,0,0,2.0
0,0.066088339,78,0,0.068859442,4225.0,2,0,0,0,2.0
0,0.538626025,37,0,0.379023018,9600.0,9,0,2,0,0.0
0,0.041364067,41,0,0.037965401,30000.0,6,0,1,0,2.0
0,0.97005988,36,1,0.154422789,2000.0,4,0,0,0,2.0
0,0.860605576,57,1,6.14071607,1200.0,15,0,4,0,0.0
0,0.41331057,50,0,0.406098635,9083.0,11,0,0,0,1.0
0,0.157983845,34,0,1245.0,0.0,6,0,0,0,2.0
0,0.031656115,28,0,0.231896935,2250.0,6,0,0,0,0.0
0,0.129445536,75,0,0.327733613,6666.0,10,0,1,0,1.0
0,0.001799246,61,1,0.394905975,4200.0,7,0,1,0,0.0
0,0.9999999,59,1,0.506425512,2100.0,1,0,1,0,0.0
0,0.900016664,31,0,0.388383046,3184.0,5,0,1,0,4.0
0,0.004717828,45,0,0.000498952,10020.0,4,0,0,0,3.0
0,0.052044894,86,0,0.012688822,6619.0,10,0,0,0,1.0
0,0.079575338,37,0,0.143964009,4000.0,7,0,0,0,0.0
0,0.036145491,75,0,0.037654115,3000.0,17,0,0,0,0.0
0,0.529538818,25,0,0.35982009,2000.0,8,0,0,0,0.0
0,0.079073834,73,0,0.047211731,9001.0,14,0,0,0,0.0
0,0.016174885,27,0,0.112629124,3000.0,11,0,0,0,0.0
0,0.923415317,47,0,0.693461058,2400.0,9,1,2,1,3.0
0,0.189818004,62,0,15.47011952,250.0,12,0,2,0,2.0
0,0.863777261,51,0,10.96718973,700.0,15,0,2,0,0.0
0,0.288741833,54,0,0.120763409,9116.0,13,0,1,0,0.0
0,0.057122456,47,0,1.28729886,6400.0,11,0,2,0,1.0
0,0.389105799,44,0,0.409599127,7333.0,7,0,1,0,1.0
0,0.0,67,0,0.0,6000.0,4,0,0,0,0.0
0,0.042676662,55,0,0.15141369,8063.0,12,0,1,0,0.0
0,0.530849657,57,0,0.412964676,40000.0,18,0,3,0,2.0
0,0.148114075,34,0,0.588332157,4250.0,9,0,2,0,0.0
0,0.004038018,45,0,0.097211421,9000.0,14,0,1,0,2.0
0,0.497996808,47,0,0.270608546,6950.0,15,0,1,0,0.0
0,0.004124897,62,0,0.001110803,3600.0,2,0,0,0,0.0
0,0.003479502,55,0,0.204761209,6846.0,8,0,1,0,0.0
0,0.014397121,25,0,0.10550671,2160.0,3,0,0,0,0.0
0,0.880448922,60,0,0.671352702,3200.0,11,0,0,0,0.0
0,0.033076923,49,0,0.214034574,6825.0,12,0,1,0,0.0
0,0.295667022,60,0,0.347983767,11580.0,8,0,2,0,0.0
0,0.046189182,51,0,0.340297252,7131.0,5,0,1,0,2.0
0,0.614487656,85,3,5.053191489,375.0,17,0,2,0,0.0
0,0.442980716,35,0,0.102842451,7000.0,3,0,0,0,1.0
1,0.038247447,46,0,0.273454424,6000.0,11,0,1,1,2.0
0,0.252925484,42,0,0.29138322,10583.0,12,0,2,0,4.0
0,0.004099795,51,0,0.00079968,2500.0,10,0,0,0,0.0
0,0.978498523,44,3,0.719660003,6352.0,18,0,2,0,1.0
0,0.114428963,77,0,0.038687561,4083.0,2,0,0,0,1.0
0,0.277013389,43,0,0.409561898,5500.0,11,0,1,0,3.0
0,0.007355072,59,0,0.458620081,5666.0,20,0,3,0,2.0
0,0.371046706,77,0,0.556572571,13000.0,16,0,6,0,0.0
0,0.009048698,61,0,0.315817839,3710.0,13,0,0,0,1.0
0,0.000780462,42,0,0.0,3600.0,6,0,0,0,1.0
0,0.141514216,29,0,0.034062319,5166.0,11,0,0,0,1.0
0,0.151499849,72,0,0.019556714,2300.0,2,0,0,0,0.0
0,0.9999999,57,0,0.094598569,10200.0,2,0,1,0,2.0
0,0.293872563,45,2,0.439324854,12500.0,9,0,3,0,2.0
0,0.074921591,58,0,0.897262381,3250.0,15,0,2,0,0.0
0,0.974358974,49,0,0.057877814,1243.0,2,0,0,0,0.0
1,0.9999999,56,0,0.058659556,8250.0,2,2,0,1,0.0
0,0.178347423,58,0,0.211457708,3333.0,3,0,0,0,0.0
0,0.488225491,70,1,0.403119376,5000.0,12,0,0,0,1.0
0,0.622179976,58,0,0.35302816,15553.0,11,0,2,0,1.0
0,0.550494627,40,0,0.191643782,5097.0,9,1,1,0,2.0
0,0.018103358,26,0,0.090931018,4145.0,5,0,0,0,0.0
0,0.036974076,83,0,0.014328557,3000.0,5,0,0,0,0.0
0,0.0,58,0,0.152403535,13916.0,10,0,2,0,0.0
1,0.012720086,42,0,0.299847077,8500.0,14,0,1,0,2.0
0,0.0,69,0,0.311178823,5250.0,4,0,1,0,0.0
1,0.026524717,83,0,0.016183986,3521.0,7,0,0,0,0.0
0,0.60657079,58,0,0.530891485,9500.0,5,0,1,0,2.0
0,0.092921647,54,0,0.085311871,7454.0,14,0,1,0,1.0
0,0.021272343,54,0,0.204311332,5241.0,10,0,1,0,3.0
0,0.373986589,73,1,0.203409199,10500.0,11,0,1,0,0.0
0,0.9999999,61,0,0.253266332,8954.0,3,0,2,0,0.0
0,0.0,58,0,0.023976024,1000.0,3,0,0,0,3.0
0,0.011892892,30,0,0.00239976,10000.0,7,0,0,0,0.0
0,0.507497501,68,0,0.012468828,3608.0,3,0,0,0,0.0
0,0.91031134,41,0,0.125068209,18325.0,8,0,1,0,0.0
0,0.0,60,0,0.295040711,6754.0,20,0,1,0,1.0
0,0.121798321,56,0,0.27364694,3953.0,4,0,0,0,1.0
0,0.243523902,66,0,0.094326241,11279.0,12,0,0,0,0.0
0,0.013777173,75,0,0.556292722,4973.0,23,0,2,0,1.0
0,0.092283078,37,0,0.096723706,9583.0,5,0,2,0,3.0
